track,country,city,institution,institution_type,programme_name_exact,degree_awarded,faculty_or_school,language,duration_months,ects,intake_months,tuition_non_eu_per_year,tuition_source_url,living_cost_estimate_year,app_deadline_non_eu,app_deadline_source_url,min_prior_ects,accepts_3yr_bachelor,english_req,other_tests,portfolio_required,work_experience_required,quantitative_prereqs,programme_url,post_study_work_visa,fit_notes,verified_date,confidence,entry_requirement_note,entry_requirement_source_url
A,Poland,Warsaw,Kozminski University,private-accredited-by-state,Master in Big Data Science,Master's level degree,Kozminski University,EN,24,NOT_FOUND,10,9011 (38800 PLN for year 1; 42800 PLN for year 2; ECB rate 4.3068 PLN/EUR of 2026-08-14),https://www.kozminski.edu.pl/en/programs/graduate-programs-master/master-big-data-science,NOT_FOUND,2026-09-30,https://www.kozminski.edu.pl/en/programs/graduate-programs-master/master-big-data-science,180,yes,IELTS Academic 6.5 overall,"Online entry test (30 questions, 40 min) plus GPA; minimum 60 of 100 points",no,no,NOT_FOUND,https://www.kozminski.edu.pl/en/programs/graduate-programs-master/master-big-data-science,NOT_FOUND,Closest Polish private-sector match to the applicant's BI background. Non-EU applicants are advised to apply before 1 August because of visa processing and must pay a full year of tuition before visa documents are issued.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Portugal,Lisbon,NOVA Information Management School (NOVA IMS) - Universidade NOVA de Lisboa,public,"Master Degree Program in Data Science and Advanced Analytics, with a specialization in Business Analytics",Mestrado - Portuguese second-cycle master's degree,NOVA Information Management School,EN,24,120,September,5300,https://novaims.unl.pt/en/education/programs/postgraduate-programs-and-master-degree-programs/master-degree-program-in-data-science-and-advanced-analytics-with-a-specialization-in-business-analytics/,NOT_FOUND,NOT_FOUND,https://novaims.unl.pt/en/education/programs/postgraduate-programs-and-master-degree-programs/master-degree-program-in-data-science-and-advanced-analytics-with-a-specialization-in-business-analytics/,180,yes,Proficiency in English (spoken and written) required; no test or band published,none stated,n/a,no,Bachelor's degree in a compatible field required; no explicit quantitative test,https://novaims.unl.pt/en/education/programs/postgraduate-programs-and-master-degree-programs/master-degree-program-in-data-science-and-advanced-analytics/,NOT_FOUND,"Non-EU tuition is EUR 5,300 in year one and EUR 2,700 in year two (EUR 8,000 total, 2026-27), against EUR 6,200 for EU nationals. Classes run 2-3 times a week in working-hours format over four semesters.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Portugal,Lisbon,"ISEG - Lisbon School of Economics and Management, Universidade de Lisboa",public,Master's in Data Analytics for Business,"Mestrado - Portuguese second-cycle master's degree, A3ES-accredited",ISEG - Lisbon School of Economics and Management,EN,18,120,September,6350,https://www.iseg.ulisboa.pt/en/study/masters/data-analytics-for-business,NOT_FOUND,2026-06-22 PRIOR_CYCLE,https://www.iseg.ulisboa.pt/secretaria/en/applications/masters-degree-applications/,180,yes,Fluent English required; English diploma optional in the application file,none required,n/a,no,"Preference for degrees in Economics, Management, Finance, Mathematics, Statistics or Engineering; ranking adds up to +3 points for prior coursework in probability, statistics, programming and information systems",https://www.iseg.ulisboa.pt/en/study/masters/data-analytics-for-business,NOT_FOUND,"Non-EU tuition is EUR 6,350 year one and EUR 3,500 year two (EUR 9,850 total, 2026-27) versus EUR 6,850 for EU students; non-EU registration deposit is EUR 1,400. ISEG explicitly advises non-European applicants not to use the third application phase because of visa timing.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Portugal,Lisbon,Catolica-Lisbon School of Business and Economics - Universidade Catolica Portuguesa,private-accredited-by-state,MSc in Business Analytics,Mestrado / Master of Science - Portuguese second-cycle degree,Catolica-Lisbon School of Business and Economics,EN,18,120,September,9633,https://clsbe.lisboa.ucp.pt/master-science-business-analytics/fees-scholarships,NOT_FOUND,NOT_FOUND,https://www.clsbe.lisboa.ucp.pt/master-science-business-analytics/admissions,NOT_FOUND,NOT_FOUND,"No certificate mandatory; TOEFL 100 iBT, IELTS 7.0 or CAE grade C recommended","GMAT optional (650, or 595 GMAT Focus, recommended for finance programmes)",n/a,no,Programme covers statistics and programming from fundamentals; no stated quantitative entry test,https://www.clsbe.lisboa.ucp.pt/master-science-business-analytics/overview,NOT_FOUND,"Published fee schedule shows a single rate with no EU/non-EU split: EUR 9,633 tuition plus EUR 700 registration in year one, EUR 15,600 total for the 3-semester option. Non-refundable admission fee of EUR 120 on enrolment.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Portugal,Lisbon,Nova School of Business and Economics (Nova SBE) - Universidade NOVA de Lisboa,public,Master's in Business Analytics,Mestrado - Portuguese second-cycle master's degree,Nova School of Business and Economics,EN,18,90,NOT_FOUND,13000,https://www.novasbe.unl.pt/en/programs/masters/business-analytics/fees,NOT_FOUND,NOT_FOUND,https://www.novasbe.unl.pt/en/programs/apply/masters/eligibility,NOT_FOUND,NOT_FOUND,B2 English certificate required at application,none stated,n/a,no,Delivered with NOVA School of Science and Technology's Computer Science department; 30-ECTS work project in semester three,https://www.novasbe.unl.pt/en/programs/masters/business-analytics,NOT_FOUND,"The EUR 13,000 figure is the non-EU/EEA fee for the whole 1.5-year programme (EU/EEA pay EUR 11,900), plus a non-refundable EUR 2,350 non-EU enrolment fee. Cohort profile is 0-2 years' professional experience, matching a fresh Licence holder.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Romania,Bucharest,Bucharest University of Economic Studies (ASE),public,Master of Business Analytics,Master's degree,Faculty of Business Administration in Foreign Languages (FABIZ),EN,24,120,10,"4500 (non-EU citizens, academic year 2025/2026) PRIOR_CYCLE",https://en.ase.ro/index_en.asp?page=fees,NOT_FOUND,2026-08-31,https://analytics.fabiz.ase.ro/,180,yes,NOT_FOUND,Non-EU applicants must have graduated in 2023 or later,no,no,No prior analytics background required,https://analytics.fabiz.ase.ro/,NOT_FOUND,"Two admission windows (16-20 July 2026 and 28-31 August 2026), classes start 1 October. Non-EU admission fee is 450 EUR. The recency rule (graduation 2023 or later) is a real constraint for a mid-2027 graduate but works in the applicant's favour.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Romania,Cluj-Napoca,Babes-Bolyai University (UBB),public,Business Modeling and Distributed Computing,Master's degree,Faculty of Economics and Business Administration (FSEGA),EN,24,120,10,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,180,NOT_FOUND,NOT_FOUND,NOT_FOUND,no,no,NOT_FOUND,https://www.ubbcluj.ro/en/programe_academice/masterat/,NOT_FOUND,"Listed in the UBB register of accredited master's programmes as English-language, full-time, 120 credits. Non-EU tuition is published only through a faculty/year dropdown that could not be resolved.",2026-08-16,low,NOT_FOUND,NOT_FOUND
A,Slovenia,Ljubljana,"University of Ljubljana, School of Economics and Business",public,Business Informatics,MSc,School of Economics and Business (EF),EN,24,120,10,"4700 (academic year 2026/2027; payable by non-EU citizens, EU citizens are exempt from full-time tuition)",https://www.ef.uni-lj.si/en/study/masters-programmes/fees-and-price-list,NOT_FOUND,2026-06-30,https://www.ef.uni-lj.si/en/study/masters-programmes/business-informatics,180,yes,NOT_FOUND,NOT_FOUND,no,no,Candidates from unrelated fields must complete 12 additional ECTS in Microeconomics and Introduction to Business,https://www.ef.uni-lj.si/en/study/masters-programmes/business-informatics,NOT_FOUND,"The programme page states explicitly that a first-cycle degree of at least 180 ECTS in a relevant field is sufficient, which removes the 240-ECTS risk. Curriculum names business analytics and digitalisation.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Spain,Madrid,Universidad Carlos III de Madrid,public,Master in Big Data Analytics,"Master Universitario Oficial (official Spanish state master's degree; ANECA-evaluated, RUCT-registered)",Graduate School of Engineering and Basic Sciences,EN,12,60,NOT_FOUND,7200,https://www.uc3m.es/master/big-data-analytics,NOT_FOUND,2026-05-31 PRIOR_CYCLE,https://www.uc3m.es/postgraduate/admission/process,180,yes,English proficiency required; accepted if the previous degree was completed in English; no minimum band published,none stated,n/a,no,"Bachelor in Computer Science, Telecommunications Eng., Statistics, Mathematics, Physics or Industrial Eng.; other backgrounds must evidence mathematics, statistics and computing knowledge",https://www.uc3m.es/master/big-data-analytics,"yes - 24-month non-renewable job-search residence permit for holders of a Spanish EQF Level 6+ degree (Hoja 20, Ministerio de Inclusion): https://www.inclusion.gob.es/web/migraciones/w/20.-autorizacion-de-residencia-para-busqueda-de-empleo-o-inicio-de-proyecto-empresarial","Applicant's Python, SQL, machine-learning and big-data coursework maps onto the stated mathematics/statistics/computing entry evidence for non-listed bachelor fields. Fully English-taught, 60 ECTS in one year at a public-price official master.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Spain,Barcelona,UPF Barcelona School of Management - Universitat Pompeu Fabra,private-accredited-by-state,Master of Science in Management specialization in Business Analytics,"Master Universitari en Ciencies Empresarials / Master of Science in Management - official UPF degree, plus a UPF-BSM completion certificate",UPF Barcelona School of Management,EN,10,60,September,18500,https://www.bsm.upf.edu/en/master-science-management-business-analytics,NOT_FOUND,NOT_FOUND,https://www.bsm.upf.edu/en/master-science-management-business-analytics,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,n/a,no,"Targets applicants with analytical skills from Business Administration, Economics, Engineering, Mathematics or Physics",https://www.bsm.upf.edu/en/master-science-management-business-analytics,"yes - 24-month non-renewable job-search residence permit for holders of a Spanish EQF Level 6+ degree (Hoja 20, Ministerio de Inclusion): https://www.inclusion.gob.es/web/migraciones/w/20.-autorizacion-de-residencia-para-busqueda-de-empleo-o-inicio-de-proyecto-empresarial","Official UPF master's title with a Business Analytics specialisation among 30+ electives, so the analytics load is elective-driven rather than core. Classes are in the afternoon on the UPF Ciutadella campus.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Spain,Barcelona,Barcelona School of Economics (degree awarded jointly by Universitat Pompeu Fabra and Universitat Autonoma de Barcelona),private-accredited-by-state,Master's Degree in Data Science - Data Science for Decision Making Program,"Master Universitario Oficial in Data Science, jointly awarded by UPF and UAB",Barcelona School of Economics,EN,12,60,September,19500 PRIOR_CYCLE,https://bse.eu/masters-degrees/data-science/data-science-decision-making,NOT_FOUND,NOT_FOUND,https://bse.eu/masters-degrees/data-science/data-science-decision-making,180,yes,TOEFL >=90 or IELTS Academic >=6.5 or Duolingo >=120,"GRE General Test optional, highly recommended",n/a,no,"Degree in Economics, Finance, Engineering, Mathematics, Statistics or Business Administration; strong quantitative skills required",https://bse.eu/masters-degrees/data-science/data-science-decision-making,"yes - 24-month non-renewable job-search residence permit for holders of a Spanish EQF Level 6+ degree (Hoja 20, Ministerio de Inclusion): https://www.inclusion.gob.es/web/migraciones/w/20.-autorizacion-de-residencia-para-busqueda-de-empleo-o-inicio-de-proyecto-empresarial","Programme explicitly accepts Bologna first-cycle degrees of minimum 180 ECTS, matching the applicant's Licence. Decision-science framing sits directly on the Business Intelligence background.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Spain,Barcelona,Esade Business School - Universitat Ramon Llull,private-accredited-by-state,Master of Science in Business Analytics,Master Universitari Oficial in Business Analytics awarded by Universitat Ramon Llull (confirmed on the Generalitat de Catalunya official degree register),Esade Business School,EN,12,60,September,39000,https://www.esade.edu/master-of-science/en/fees-and-financing,NOT_FOUND,NOT_FOUND,https://www.esade.edu/master-of-science/en/fees-and-financing,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,n/a,no,NOT_FOUND,https://www.esade.edu/master-of-science/en/program/masters-in-business-analytics,"yes - 24-month non-renewable job-search residence permit for holders of a Spanish EQF Level 6+ degree (Hoja 20, Ministerio de Inclusion): https://www.inclusion.gob.es/web/migraciones/w/20.-autorizacion-de-residencia-para-busqueda-de-empleo-o-inicio-de-proyecto-empresarial","Official 60-ECTS Ramon Llull master aimed at recent graduates with up to two years' experience, which fits the applicant's stage. Language is English with optional Spanish/French classes.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Spain,Madrid,IE University - IE School of Science and Technology,private-accredited-by-state,Master in Business Analytics and Data Science,"Master Universitario Oficial en Analitica de Negocio / Master in Business Analytics (official state degree, BOE-A-2021-20309), awarded together with an IE University titulo propio in Data Science",IE School of Science and Technology,EN,11,60,April; September,43000,https://www.ie.edu/school-science-technology/programs/master-business-analytics-data-science/admissions-fees/,NOT_FOUND,NOT_FOUND,https://www.ie.edu/school-science-technology/programs/master-business-analytics-data-science/admissions-fees/,NOT_FOUND,yes,TOEFL 100 (105 recommended) or IELTS 7.0 (7.5 recommended) or Duolingo 130 or Cambridge C1; waived if the previous degree was taught in English,"ieGAT, GMAT or GRE required",n/a,no,No stated quantitative prerequisite; the school states students without a technical background are admitted,https://www.ie.edu/school-science-technology/programs/master-business-analytics-data-science/,"yes - 24-month non-renewable job-search residence permit for holders of a Spanish EQF Level 6+ degree (Hoja 20, Ministerio de Inclusion): https://www.inclusion.gob.es/web/migraciones/w/20.-autorizacion-de-residencia-para-busqueda-de-empleo-o-inicio-de-proyecto-empresarial",Only the Business Analytics half of the award is a Spanish official master; the Data Science component is an IE titulo propio and would not carry state recognition on its own. Highest tuition in this territory by a wide margin.,2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Sweden,Jonkoping,Jonkoping University,private-accredited-by-state,Master in Digital Business and AI Management,Degree of Master of Science (120 credits) with a major in Business Administration,Jonkoping International Business School (JIBS),EN,24,120,August,"12547 (SEK 138000/yr; SEK 69000 first semester, SEK 276000 total)",https://ju.se/en/study-at-ju/our-programmes/master-programmes/digital-business-and-ai-management-autumn-2026-mu114.html,11547 (SEK 127008/yr = SEK 10584/month Migrationsverket self-support requirement) PRIOR_CYCLE,2026-01-15 PRIOR_CYCLE,https://www.universityadmissions.se/en/key-dates-and-deadlines/autumn-semester-dates/,180,conditional,Proof of English proficiency required (score not stated on the programme page),NOT_FOUND,n/a,no,At least 30 credits in Business Administration,https://ju.se/en/study-at-ju/our-programmes/master-programmes/digital-business-and-ai-management-autumn-2026-mu114.html,NOT_FOUND,Requires a 180-ECTS bachelor with at least 30 credits in Business Administration. Private non-profit institution with state-granted degree-awarding rights including doctorates.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Sweden,Karlskrona,Blekinge Institute of Technology (BTH),public,"Master's programme in Business Analytics, 120 credits",Master's degree (120 credits) in Industrial Economics and Management,Department of Industrial Economics,EN,24,120,August,12728 (SEK 140000/yr; SEK 70000 per semester),https://www.bth.se/english/education/programmes/masters-programme-in-business-analytics-120-credits,11547 (SEK 127008/yr = SEK 10584/month Migrationsverket self-support requirement) PRIOR_CYCLE,2026-01-15 PRIOR_CYCLE,https://www.universityadmissions.se/en/key-dates-and-deadlines/autumn-semester-dates/,180,conditional,English 6,NOT_FOUND,n/a,no,24 cr mathematics incl. linear algebra (5 cr) and statistics (5 cr); 5 cr programming; 6 cr industrial economics and/or management,https://www.bth.se/english/education/programmes/masters-programme-in-business-analytics-120-credits,NOT_FOUND,"Entry requires a Bachelor of Science in Engineering or a technical degree, which a business-school Business Intelligence licence may not satisfy. Quantitative course thresholds are specified in credits.",2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Sweden,Lund,Lund University,public,Data Analytics and Business Economics - Master's Programme,Master of Science (60 credits),Lund University School of Economics and Management (LUSEM),EN,12,60,August,"13638 (SEK 150000/yr; SEK 150000 total, first payment SEK 75000)",https://www.lunduniversity.lu.se/lubas/i-uoh-lu-EAGDA,11547 (SEK 127008/yr = SEK 10584/month Migrationsverket self-support requirement) PRIOR_CYCLE,2026-01-15 PRIOR_CYCLE,https://www.universityadmissions.se/en/key-dates-and-deadlines/autumn-semester-dates/,180,yes,English 6 (Swedish upper-secondary level) or equivalent,NOT_FOUND,n/a,no,30 cr statistics/mathematics incl. regression analysis; or 60 cr economics/informatics/business administration incl. econometrics or regression analysis plus statistics/mathematics; or 60 cr statistics incl. regression analysis,https://www.lunduniversity.lu.se/lubas/i-uoh-lu-EAGDA,NOT_FOUND,One-year 60-ECTS MSc hosted by a business faculty; a 180-credit three-year bachelor is explicitly sufficient. Admission turns on documented statistics/regression credits.,2026-08-16,high,NOT_FOUND,NOT_FOUND
A,Sweden,Lulea,Lulea University of Technology,public,Master Programme in Data Analytics in Business and Economics,Master of Science (60 credits) with specialisation in data analytics in Economics or Business Administration,NOT_FOUND,EN,12,60,August,NOT_FOUND,NOT_FOUND,11547 (SEK 127008/yr = SEK 10584/month Migrationsverket self-support requirement) PRIOR_CYCLE,2026-01-15 PRIOR_CYCLE,https://www.ltu.se/en/education/programme/fneda-master-programme-in-data-analytics-in-business-and-economics,180,yes,English 6 / English level 2,NOT_FOUND,n/a,no,"180 cr in Business Administration or Economics incl. programming 7.5 ECTS, databases 7.5 ECTS, mathematics 7.5 ECTS, statistics 15 ECTS",https://www.ltu.se/en/education/programme/fneda-master-programme-in-data-analytics-in-business-and-economics,NOT_FOUND,"Bachelor must be in Business Administration or Economics with programming, database, mathematics and statistics credits. The university fee table does not list a rate for this programme.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Switzerland,Geneva,University of Geneva,public,Master of Science in Business Analytics,Master of Science (MSc),Geneva School of Economics and Management (GSEM),EN,24,120,September,"1070 (CHF 500 per semester, CHF 1,000 per year; same rate for all students)",https://www.unige.ch/gsem/en/programs/masters/business-analytics,NOT_FOUND,2026-02-28 PRIOR_CYCLE,https://www.unige.ch/gsem/en/programs/masters/business-analytics,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,n/a,no,Depending on prior education a complementary Business Analytics course of 6 ECTS may be imposed as a co-requisite,https://www.unige.ch/gsem/en/programs/masters/business-analytics,6-month permit to seek employment after graduation (Switzerland),Lowest tuition of any Track A option in the territory at CHF 500 per semester with no non-EU surcharge. Deadline falls a full seven months before the intake.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
A,Switzerland,Lucerne,Lucerne University of Applied Sciences and Arts (HSLU),applied-sciences,Master of Science in Applied Data Science and AI,Master of Science Hochschule Luzern/FHZ in Applied Data Science and AI,Lucerne School of Business,EN,24,120,September; February,"2782 (CHF 1,300 per semester for international students, CHF 2,600 per year; domestic rate CHF 800 per semester)",https://www.hslu.ch/en/lucerne-school-of-information-technology/studium/master/applied-data-science-and-ai/,NOT_FOUND,"2027-04-01 (1 April for applicants requiring a visa, autumn start; 1 September for the spring start)",https://www.hslu.ch/en/lucerne-school-of-information-technology/studium/master/applied-data-science-and-ai/admission/,180,yes,C1 CEFR; B2 accepted for conditional admission,NOT_FOUND,n/a,no,No prior computer science or statistics specialisation required - preparatory modules cover the basics in the first semester; up to 12 ECTS creditable for relevant professional experience,https://www.hslu.ch/en/lucerne-school-of-information-technology/studium/master/applied-data-science-and-ai/,6-month permit to seek employment after graduation (Switzerland),"States a 180-ECTS bachelor requirement explicitly and admits non-specialists, so the Business Intelligence licence is directly sufficient. Formerly named Applied Information and Data Science.",2026-08-16,high,NOT_FOUND,NOT_FOUND
B,Austria,Hagenberg,University of Applied Sciences Upper Austria (FH Oberoesterreich),applied-sciences,Interactive Media,Master of Science in Engineering (MSc),"Hagenberg Campus - Digital Media, Communications and Design",EN,24,NOT_FOUND,October,"1453.44 (EUR 726.72 per semester for third-country students, double the EUR 363.36 EU/EEA rate, plus OeH contribution)",https://www.fachhochschulen.ac.at/en/course-of-studies/interactive-media,NOT_FOUND,2026-06-30 PRIOR_CYCLE (extended to 31 August 2026 subject to available places),https://www.fachhochschulen.ac.at/en/course-of-studies/interactive-media,180,yes,NOT_FOUND,Admission interview,NOT_FOUND,no,Completion of at least a six-semester relevant bachelor's degree or comparable higher education at university level; 24 places available,https://fh-ooe.at/en/degree-programs/master-degree-programs,12-month residence permit to seek employment after graduation (Austria),"The only English-taught interactive/digital media master's found at an Austrian Fachhochschule; explicitly accepts a six-semester bachelor. Covers game development, multimedia systems and streaming media.",2026-08-16,medium,NOT_FOUND,NOT_FOUND
B,Belgium,Brussels,INSAS - Institut National Superieur des Arts du Spectacle,public,Master Cinema - Realisation,"Master 120 credits (Ecole superieure des Arts, French Community of Belgium)",Section Cinema,FR,NOT_FOUND,120,NOT_FOUND,5369 (2026-2027: minerval 1194 + supplementary contribution 4175 per year for non-EU students),https://insas.be/droit-dinscription-aux-etudes/,NOT_FOUND,2026-05-05,https://insas.be/entrer/entrer-au-2eme-cycle-masters/,180,yes,NOT_FOUND,"competitive entrance examination (epreuves d'admission), 50 EUR fee for phase 2",yes,no,n/a,https://insas.be/entrer/entrer-au-2eme-cycle-masters/,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies","French-taught film-directing master that explicitly accepts a recognised 180-ECTS bachelor, matching the applicant's licence and French fluency. Entry is by competitive examination with few places for external applicants; the dates shown are the 2026 round (application 9 March - 5 May 2026, exams 17 August - 11 September 2026).",2026-08-16,medium,NOT_FOUND,NOT_FOUND
B,Belgium,Louvain-la-Neuve,IAD - Institut des Arts de Diffusion,private-accredited-by-state,Master Realisation Multimedia,"Master (Ecole superieure des Arts, French Community of Belgium)",Institut des Arts de Diffusion,FR,NOT_FOUND,NOT_FOUND,NOT_FOUND,5369 (2026-2027: minerval 1194 + 4175 supplementary annual contribution for non-EU students; the school notes 2026-2027 amounts are subject to final parliamentary adoption),https://www.iad-arts.be/frais-inscription,NOT_FOUND,2026-08-14,https://www.iad-arts.be/inscriptions-masters,NOT_FOUND,NOT_FOUND,NOT_FOUND,admission interview / audition (free of charge for first-year master applicants),yes,no,n/a,https://www.iad-arts.be/inscriptions-masters,"yes - search year permit, max 12 months to seek work or start a company; source https://dofi.ibz.be/en/themes/third-country-nationals/study/search-year-after-higher-studies",French-taught audiovisual directing master; entry requires a bachelor or equivalent plus an admission interview. Credit volume and exact official diploma title are not published on the pages consulted; dates shown are the 2026 round (4 May - 14 August 2026).,2026-08-16,low,NOT_FOUND,NOT_FOUND
B,Cyprus,Nicosia,University of Nicosia,private-accredited-by-state,"Digital Media and Communications (MA, 1.5 Years or 3 Semesters)","Master of Arts, 2nd cycle; accredited by CYQAA to Fall Semester 2027","School of Humanities and Social Sciences, Department of Communications",EN,18,90,NOT_FOUND,9660,https://www.unic.ac.cy/wp-content/uploads/2026/07/UNIC-Nicosia-Tuition-Fees-Non-EU-EN-2026-2027.pdf,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,"IELTS 6.5, TOEFL iBT 79, or a first degree taught in English",no,no,no,no,https://www.unic.ac.cy/digital-media-and-communicationsma-1-5-years-or-3-semesters/,NOT_FOUND,"Non-EU rate is EUR 161 per ECTS, EUR 14,490 for the whole 90-ECTS programme; the figure recorded here is the 60-ECTS annual equivalent from the 2026-2027 non-EU schedule. Content is communications-led (digital media innovation, PR and advertising, social media management) with one production-oriented module, Digital Media Content, and admission needs only a bachelor degree from a recognised university.",2026-08-16,medium,"Admission Criteria, in full: ""The minimum general requirement for admission to the post-graduate degree programme is a Bachelor Degree from a recognised university."" No credit volume, no minimum duration, no subject restriction and no grade threshold is attached. A 180-ECTS 3-year licence satisfies this wording; the only variable is whether Esprit School of Business is treated as a recognised university. English: IELTS 6.5+ or equivalent (free NEPTON placement test accepted as substitute).",https://www.unic.ac.cy/digital-media-and-communicationsma-1-5-years-or-3-semesters/
B,Cyprus,Limassol,Cyprus University of Technology,public,MSc Interaction Design (joint programme with Tallinn University),"MSc, accredited by CYQAA to Spring Semester 2027",Department of Multimedia and Graphic Arts,EN,24,120,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,conditional,"IELTS 5.5 or above, TOEFL, CAE, CPE or FCE",no,no,no,no,https://www.cut.ac.cy/studies/masters/master-programmes/mga-gr-ide/,NOT_FOUND,"Fully online two-year, 120-ECTS joint degree with Tallinn University (Estonia), so it carries no residence or post-study work route in Cyprus. Entry is a bachelor in a related field with a minimum GPA of 6.5/10; tuition was not published on the programme page.",2026-08-16,low,"""A degree in a related field with a minimum grade point average (GPA) of 6.5/10, or equivalent, from a recognized and accredited university."" Related fields listed: Computer Science, Informatics, Design, Media Studies, Internet Studies, Social Sciences, Psychology, Education. No ECTS floor and no minimum duration of prior study is published. Conditional because the ""related field"" test is a discretionary subject assessment - Business Intelligence is not on the listed field list, though its informatics content may be argued.",https://www.cut.ac.cy/studies/masters/master-programmes/mga-gr-ide/
B,Czechia,Prague,Academy of Performing Arts in Prague - Film and TV School (FAMU),public,Photography (MA),MgA. (Master of Arts),FAMU International,EN,24,NOT_FOUND,10,9089 (220000 CZK; ECB rate 24.205 CZK/EUR of 2026-08-14),https://www.famu.cz/en/departments/famu-international-fi/tuition-fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Taught in English; no published certificate threshold,Entrance examination and interview,yes,no,NOT_FOUND,https://www.famu.cz/en/applicants/masters-study-programs/,NOT_FOUND,Open to applicants holding a bachelor's degree or in their final bachelor year with substantial portfolio work. Applications for 2027/2028 open 2 November 2026 (Photography 2 October 2026); the school states fees include all shooting and workshop budgets.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
B,Czechia,Prague,Academy of Performing Arts in Prague - Film and TV School (FAMU),public,Montage (MA),MgA. (Master of Arts),FAMU International,EN,36,NOT_FOUND,10,12394 (300000 CZK; ECB rate 24.205 CZK/EUR of 2026-08-14),https://www.famu.cz/en/departments/famu-international-fi/tuition-fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Taught in English; no published certificate threshold,Entrance examination and interview,yes,no,NOT_FOUND,https://www.famu.cz/en/applicants/masters-study-programs/,NOT_FOUND,Open to applicants holding a bachelor's degree or in their final bachelor year with substantial portfolio work. Applications for 2027/2028 open 2 November 2026 (Photography 2 October 2026); the school states fees include all shooting and workshop budgets.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
B,Czechia,Prague,Academy of Performing Arts in Prague - Film and TV School (FAMU),public,Cinematography (MA),MgA. (Master of Arts),FAMU International,EN,36,NOT_FOUND,10,20245 (490000 CZK; ECB rate 24.205 CZK/EUR of 2026-08-14),https://www.famu.cz/en/departments/famu-international-fi/tuition-fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Taught in English; no published certificate threshold,Entrance examination and interview,yes,no,NOT_FOUND,https://www.famu.cz/en/applicants/masters-study-programs/,NOT_FOUND,Open to applicants holding a bachelor's degree or in their final bachelor year with substantial portfolio work. Applications for 2027/2028 open 2 November 2026 (Photography 2 October 2026); the school states fees include all shooting and workshop budgets.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
B,Czechia,Prague,Academy of Performing Arts in Prague - Film and TV School (FAMU),public,Directing Cinema and Digital Media (MA),MgA. (Master of Arts),FAMU International,EN,36,NOT_FOUND,10,22723 (550000 CZK; ECB rate 24.205 CZK/EUR of 2026-08-14),https://www.famu.cz/en/departments/famu-international-fi/tuition-fees/,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Taught in English; no published certificate threshold,Entrance examination and interview,yes,no,NOT_FOUND,https://www.famu.cz/en/applicants/masters-study-programs/,NOT_FOUND,Open to applicants holding a bachelor's degree or in their final bachelor year with substantial portfolio work. Applications for 2027/2028 open 2 November 2026 (Photography 2 October 2026); the school states fees include all shooting and workshop budgets.,2026-08-16,medium,NOT_FOUND,NOT_FOUND
